Last Name,First/Middle Name,Alias,Gender,Age,Color,Day,Month,Year,City,County,State,Child,Literate,Armed,Trasportation,Enslaver,Reward
Smith,Betsy,Fanny Jackson,F,27,B,18,Aug,1856,Alder,Loudon,VA,null,null,X,Foot,Widow Hutchinson's daughter,null
Lewis,Laura,null,F,25,M,16,Aug,1855,Louisville,Jefferson,KY,null,null,null,null,Widow Lewis,null
Blow,Anthony,Henry Levison,M,null,B,1,Nov,1854,Norfolk,Norfolk,VA,null,null,null,Steamer,Widow Peters,null
Pipkins,Jefferson,David Jones,M,null,null,3,Apr,1853,Baltimore,Baltimore,MD,null,X,null,Foot,Widow Pipkins,null
Thompson,Charles,null,M,40,null,21,Oct,1854,Richmond,Henrico,VA,null,null,null,null,Widow Thorton,null
Johnson,John,null,M,27,M,null,null,1857,Washington,Washington,DC,null,null,null,null,Willam Stone,null
Stewart,Harriet,null,F,29,B,null,null,1857,Washington,null,DC,null,null,null,Foot,William A. Linton,null
Stewart,Mary Eliza,null,F,8,null,null,null,1857,Washington,null,DC,X,null,null,Foot,William A. Linton,null
Harris,Nelson,Charles Wilson,M,27,null,25,Oct,1853,Richmond,Henrico,VA,null,null,null,null,William B. Beale,null
Cornish,William,null,M,null,null,5,Sept,1856,Cambridge,Dorchester,MD,null,null,null,null,William B. Dale,null
Brister ,Nancy,null,F,null,B,null,null,1856,Richmond,Henrico,VA,null,null,null,Boat,William Bears,null
Butcher,William,William T. Mitchell,M,28,B,29,Nov,1854,Georgetown,Kent,MD,null,null,null,null,William Boyer,null
Gaskins,Madison,null,M,null,null,null,null,null,Middleburg,Louden,VA,null,null,null,null,William Burns,300
Benton,Samuel,null,M,26,B,null,null,1857,null,Kent,null,null,null,null,null,William Campbell,null
Johns,Robert,null,M,null,B,null,null,1858,null,Cecil,MD,null,null,null,null,William Casey,null
Moduck,Green,null,M,null,null,20,Sept,1856,Mount Airy,Carroll,MD,null,null,null,null,William Dorsey,null
Green,Murdoch,null,M,null,null,20,Sept,1856,Mount Airy,Carroll,MD,null,null,null,null,William Dorsey,null
Waters,Jacob,null,M,21,B,null,null,null,Frederick,Frederick,MD,null,null,null,Foot,William Dorsey,null
Waples,Hansel,null,M,null,null,30,Dec,1853,"Hillsboro, Indian R.",null,null,null,null,null,null,William E. Burton,null
Brown,William,null,M,null,B,20,Dec,1855,null,Prince Georges,MD,null,null,null,null,William Elliott ,null
Washington,George,James Williams,M,19,null,5,Dec,1854,Bellair,Harford,MD,null,null,null,null,William Fernandus,null
Grinage,John,null,M,20,B,null,null,1859,Middle Neck,Cecil,MD,null,null,null,null,William Flintham,null
Butler,John Alexander,null,M,29,B,null,null,1857,Arlington,Baltimore,MD,null,null,null,null,William Ford,null
Alligood,James,null,M,null,null,null,null,1858,null,Sussex,DE,null,null,null,null,William Gray,null
Christian,James H.,null,M,null,M,null,null,null,Richmond,Henrico,VA,null,X,null,null,"William H. Christian, Esq.",null
Bivans,null,null,F,null,null,null,null,1857,null,null,null,X,null,null,null,William H. Hyson,null
Bivans,null,null,F,null,null,null,null,1857,null,null,null,X,null,null,null,William H. Hyson,null
Bivans,Belinda,null,F,30,B,null,null,1857,null,null,null,null,null,null,null,William H. Hyson,null
Unidentified,null,null,null,null,null,null,null,1857,null,null,null,null,null,null,null,William H. Hyson,null
Unidentified,null,null,null,null,null,null,null,1857,null,null,null,null,null,null,null,William H. Hyson,null
Unidentified,null,null,null,null,null,null,null,1857,null,null,null,null,null,null,null,William H. Hyson,null
Smith,Robert,null,M,24,null,31,May,1856,Baltimore,Baltimore,MD,null,null,null,Railroad,William H. Normis,null
Emerson,Robert,null,M,19,M,24,Oct,1857,Portsmouth,Norfolk,VA,null,X,null,null,William H. Wilson,null
Moody,William Henry,null,M,20,B,null,null,1857,null,null,null,null,null,null,Horse & Carriage,William Henry Hyson,null
Hitchens,C.,null,M,22,null,null,null,1857,Milford,Sussex,DE,null,null,null,Foot,William Hill,null
Bush,Samuel,William Olebee,M,33,M,16,Nov,1853,null,null,VA,null,null,null,null,William Hoyle,null
Crummel,James,null,M,null,null,1,Jun,1855,Ladies Manor,Haverford,MD,null,null,null,null,William Hutchins,null
Jones,Samuel,null,M,null,null,1,Jun,1855,Ladies Manor,Haverford,MD,null,null,null,null,William Hutchins,null
Jones,Tolbert,null,M,null,null,1,Jun,1855,Ladies Manor,Haverford,MD,null,null,null,null,William Hutchins,null
Taylor,Jacob,null,M,20,B,11,Apr,1858,Baltimore,Washington,MD,null,null,null,null,William J.B. Parlett,50 in State/200 Out
Ballard,George Henry,null,M,26,null,2,Feb,1858,null,null,null,null,X,null,null,William Jackson,null
Johnson,Joseph G.,null,M,23,B,null,null,1860,Baltimore,Baltimore,MD,null,null,null,null,William Jones,null
Wells,Jack,null,M,null,B,null,null,1857,null,Cecil,MD,null,null,null,null,William Knight,null
Slater,Samuel,Patterson Smith,M,30,B,3,Apr,1854,Power Bridge,null,MD,null,X,null,null,William Martin,null
White,Albert,null,M,null,null,null,null,1860,null,Cecil,MD,null,null,null,null,William Parker,null
White,George,null,M,null,null,null,null,1860,null,Cecil,MD,null,null,null,null,William Parker,null
Gross,Albert,null,M,20,null,null,null,1859,null,Cecil,MD,null,null,null,null,William Price,null
Airs,Sarah,null,F,25,null,26,Oct,1854,null,Worcester,MD,null,null,null,Foot,William Purnell,null
Johnson,James,null,M,null,null,9,Apr,1856,Deer Creek,Harford,MD,null,null,null,null,William Raulty,null
Mahoney,Matilda,null,F,21,null,24,May,1854,Frederick,Frederick,MD,null,null,null,null,William Reigard,null
Pennington,Jake,null,M,null,null,null,May,1854,Washington,null,DC,null,null,null,null,William Rigard,null
Crummel,Henry,null,M,25,null,18,Jul,1855,Goughingstown,Baltimore,MD,null,null,null,null,William Roberts,null
Cromwell,Henry,null,M,25,B,null,Jun,1855,Baltimore,Baltimore,MD,null,null,null,null,William Roberts,null
Grigby,Barnaby,John Boyer,M,26,M,24,Dec,1855,Alder,Loudon,VA,null,null,X,Horse & Carriage,William Rogers,null
Stewart,James,William Jackson,M,21,null,26,Apr,1854,null,Fauguer,VA,null,null,null,null,William Rose,null
Smith,Thomas,null,M,null,null,22,Aug,1857,Washington,null,DC,null,null,null,null,William Rowe,100
Chambers,Henry,James Green,M,24,B,30,Jan,1856,Sassafras Neck,Cecil,MD,null,null,null,Foot,William Rybold,null
Fall ,Samuel,John Henry,M,21,B,null,Jan,1856,null,null,MD,null,null,null,Foot,William Rybold,null
Matthews,Peter,Samuel Sparrows,M,35,B,7,Oct,1855,Oak Hill,Fairfax,VA,null,null,X,null,William S. Matthews,null
Wright,John ,null,M,30,B,null,null,1857,null,Sussex,MD,null,null,null,null,William S. Phelps,null
Johnson,Harriet,Harriet Gilbert,F,25,null,28,Jul,1856,null,Prince Georges,MD,null,null,null,null,William T. Wood,null
Scott,Winfield,null,M,null,null,4,Jul,1856,Norfolk,Norfolk,VA,null,null,null,Schooner,William Taylor,null
Seymour,Elijah,null,M,34,B,4,Jul,1856,Norfolk,Norfolk,VA,null,null,null,Schooner,William Taylor,null
Kelly,Mary,Charlotte Spriggs,F,null,null,7,Apr,1853,Baltimore,Baltimore,MD,null,null,null,null,William Watkins,null
Lee,Lewis,null,M,25,M,null,null,1859,Fairfax,Fairfax,VA,null,null,null,null,William Watkins,null
Davis,Gordon,John Canon,M,31,null,2,Nov,1854,Cedar Neck,Charles,MD,null,null,null,null,William Watson,null
Henderson,Eliza,null,F,28,B,null,null,1858,Richmond,Henrico,VA,null,null,null,null,William Waverton,null
Brown,Charles,null,M,25,B,null,null,null,Sandy Hook,Harford,MD,null,null,null,Foot,William Wheeling,null
Robinson,John,null,M,null,null,1,Jan,1855,"Black Bird, Newcastle",null,MD,null,null,null,null,William Wilson,null
Gibson,John Wesley,null,M,28,M,22,Nov,1854,Taylor's Mount,null,MD,null,null,null,Foot,William Y. Day,null
Light,Solomon,null,M,23,null,null,null,1857,Cambridge,Dorchester,MD,null,null,null,null,Willis Branick,null
Pennington,Peter,null,M,25,B,15,Nov,1856,Easton,Talbot,MD,null,null,null,null,Wright,800
Belle,Jim,null,M,26,B,null,null,1857,Upper Marlboro,Prince Georges,MD,null,null,null,null,Zachariah Berry,100
Lee,William,null,M,27,M,null,null,1857,null,null,MD,null,null,null,null,Zecharia Merica,null
Weems,null,null,null,1,null,null,Jul,1857,Washington,null,DC,X,null,null,null,null,null
Weems,Arrah,null,F,null,null,null,Jul,1857,Washington,null,DC,null,null,null,null,null,null
Dade,Henry,null,M,25,null,null,null,1857,Washington,Washington,DC,null,null,null,null,null,null
Dade,John,null,M,20,null,null,null,1857,Washington,Washington,DC,null,X,null,null,null,null
Unidentified,null,null,null,null,null,null,null,1859,Washington,null,DC,X,null,null,null,null,null
Unidentified,null,null,null,2,null,null,null,1859,Washington,null,DC,X,null,null,null,null,null
Thompson,Hannah Jane,null,F,null,null,12,Dec,1853,null,Sussex,DE,null,null,null,null,null,null
Harris,Charlotte,null,F,null,null,20,Jul,1853,Wilmington,New Castle,DE,null,null,null,null,null,null
Garrison,Thomas,null,M,9,null,20,July,1853,Wilmington,New Castle,DE,X,null,null,null,null,null
Garrison,William H.,null,M,null,null,20,July,1853,Wilmington,New Castle,DE,null,null,null,null,null,null
Moore,George,null,M,null,null,1,Mar,1853,Cantwells Bridge,null,DE,null,null,null,null,null,null
Houston,Maria Jane,null,F,21,B,null,Aug,1855,Cantwell's Bridge,New Castle,DE,null,null,null,null,null,null
Oberne,Henry,null,M,21,B,null,null,1857,Seaford,Sussex,DE,null,null,null,Foot,null,null
Mountain,null,null,null,1,null,null,null,1858,null,null,DE,X,null,null,null,null,null
Mountain,Ann,null,F,22,null,null,null,1858,null,null,DE,null,null,null,null,null,null
Bolden,Andrew,null,M,18,null,null,null,null,Newark,New Castle,DE,null,null,null,null,null,null
Davis,Edward,null,M,null,null,12,Mar,1854,Savannah,Chatham,GA,null,null,null,Steamship,null,null
Unidentified,null,null,M,17,null,16,Aug,1853,Eastern Shore,null,MD,X,null,null,null,null,null
Wilson,Thomas,null,M,null,null,8,Feb,1853,null,null,MD,null,null,null,null,null,null
Purnell,Irvin,null,M,null,null,31,Jan,1853,Eastern Shore,null,MD,null,null,null,null,null,null
Unidentified,null,null,M,null,null,6,Jan,1853,null,null,MD,null,null,null,null,null,null
Unidentified,null,null,M,null,null,6,Jan,1853,null,null,MD,null,null,null,null,null,null
Thompson,null,null,null,null,null,22,Jul,1853,Baltimore,Baltimore,MD,X,null,null,null,null,null
Thompson,Elizabeth,null,F,null,null,22,Jul,1853,Baltimore,Baltimore,MD,null,null,null,null,null,null
Gibbs,null,null,M,null,null,31,Mar,1853,Greensbury,null,MD,X,null,null,null,null,null
Gibbs,null,null,M,null,null,31,Mar,1853,Greensbury,null,MD,X,null,null,null,null,null
Gibbs,James,null,M,null,null,31,Mar,1853,Greensbury,null,MD,null,null,null,null,null,null
Hamlet,Mark,Thomas Goff,M,null,null,27,Oct,1853,Retirement,null,MD,null,null,null,null,null,null
Scott,John,Levis Duncans,M,22,null,3,Oct,1853,null,Haverford,MD,null,null,null,null,null,null
Brown,John W.,null,M,null,null,10,Sept,1853,Baltimore,Baltimore,MD,null,null,null,null,null,null
Albert,James,null,M,null,null,null,null,1853,Eastern Shore,null,MD,null,null,null,null,null,null
Spencer,John,null,M,null,null,null,null,1853,Eastern Shore,null,MD,null,null,null,Foot,null,null
Spencer,William,null,M,null,null,null,null,1853,Eastern Shore,null,MD,null,null,null,Foot,null,null
Unidentified,null,null,F,null,null,24,Aug,1854,Baltimore,Baltimore,MD,null,null,null,null,null,null
Walters,Mary,null,F,18,null,26,Jul,1854,null,null,MD,null,null,null,null,null,null
Pembrooke,Jacob,null,M,19,null,24,May,1854,Sharpsburg,Washington,MD,null,null,null,null,null,null
Pembrooke,Robert,null,M,17,null,24,May,1854,Sharpsburg,Washington,MD,X,null,null,null,null,null
Pembrooke,Stephen,null,M,45,null,24,May,1854,Sharpsburg,Washington,MD,null,null,null,null,null,null
Belt,Robert,Charles Williams,M,29,null,15,Nov,1854,Baltimore,Baltimore,MD,null,null,null,null,null,null
Cale,Ellen,Sarah Johnson,F,18,null,15,Nov,1854,Baltimore,Baltimore,MD,null,null,null,null,null,null
Cale,Mary,Jane Johnson,F,16,null,15,Nov,1854,Baltimore,Baltimore,MD,X,null,null,null,null,null
Smith,Nathaniel,John Hutchins,M,24,null,15,Nov,1854,Baltimore,Baltimore,MD,null,null,null,null,null,null
Davis,John,Adams,M,null,null,14,Sept,1854,Baltimore,Baltimore,MD,null,null,null,null,null,null
Cornish,Delia,null,F,null,null,11,Dec,1855,Eastern Shore,null,MD,null,null,null,null,null,null
Cornish,Henrietta,null,F,null,null,11,Dec,1855,Eastern Shore,null,MD,null,null,null,null,null,null
Curtis,Mary,null,F,19,B,10,Dec,1855,Baltimore,Baltimore,MD,null,null,null,null,null,null
Hooper,Henry,null,M,19,null,6,Dec,1855,null,null,MD,null,null,null,null,null,null
Jones,Fenton,null,M,null,null,10,Dec,1855,Frederick,Frederick,MD,null,null,null,null,null,null
Scott,Samuel,null,M,null,null,null,Dec,1855,Cecil Cross Roads,null,MD,null,null,null,null,null,null
Unidentified,null,null,M,null,null,10,Dec,1855,Chestertown,Kent,MD,null,null,null,Horse & Wagon,null,null
Unidentified,null,null,M,null,null,10,Dec,1855,Chestertown,Kent,MD,null,null,null,Horse & Wagon,null,null
Robinson,Mary Ann,null,F,19,null,1,Jan,1855,"Black Bird, Newcastle",null,MD,null,null,null,null,null,null
Jones,Henry,null,M,19,null,12,Nov,1855,null,null,MD,null,null,null,null,null,null
Shepherd,Anna Maria,null,F,null,null,8,Nov,1855,Chestertown,Kent,MD,X,null,null,Horse & Carriage,null,null
Shepherd,Edwin,null,M,null,null,8,Nov,1855,Chestertown,Kent,MD,X,null,null,Horse & Carriage,null,null
Shepherd,Eliza Jane,null,F,null,null,8,Nov,1855,Chestertown,Kent,MD,X,null,null,Horse & Carriage,null,null
Shepherd,Harriet,null,F,null,null,8,Nov,1855,Chestertown,Kent,MD,null,null,null,Horse & Carriage,null,null
Shepherd,John Henry,null,M,null,null,8,Nov,1855,Chestertown,Kent,MD,X,null,null,Horse & Carriage,null,null
Shepherd,Mary Ann,null,F,null,null,8,Nov,1855,Chestertown,Kent,MD,X,null,null,Horse & Carriage,null,null
Clark,Emily,null,F,null,null,1,Oct,1855,null,null,MD,null,null,null,null,null,null
Freeman,Mary Jane,null,F,null,null,1,Oct,1855,null,null,MD,null,null,null,null,null,null
Jones,Margaret,null,F,null,null,31,Oct,1855,Baltimore,Baltimore,MD,null,null,null,null,null,null
Williams,John,null,M,25,null,6,Oct,1855,null,null,MD,null,null,null,null,null,null
Unidentified,null,null,null,null,null,null,Apr,1856,null,null,MD,null,null,null,null,null,null
Unidentified,null,null,null,null,null,null,Apr,1856,null,null,MD,null,null,null,null,null,null
Unidentified,null,null,null,null,null,null,Apr,1856,null,null,MD,null,null,null,null,null,null
Unidentified,null,null,null,null,null,null,Apr,1856,null,null,MD,null,null,null,null,null,null
Graves,Caroline,Julia Little,F,40,null,16,Jan,1856,null,null,MD,null,X,null,null,null,null
Anderson,George,null,M,null,null,null,Jul,1856,Elkton,Cecil,MD,null,null,null,Schooner,null,null
Bell,Anna,null,F,null,null,12,Jun,1856,null,null,MD,null,null,null,null,null,null
Taylor,null,null,F,null,null,null,Mar,1856,Haggerstown,Washington,MD,null,null,null,Horse & Carriage,null,null
Taylor,null,null,null,null,null,null,Mar,1856,Haggerstown,Washington,MD,X,null,null,Horse & Carriage,null,null
Taylor,null,null,null,null,null,null,Mar,1856,Haggerstown,Washington,MD,X,null,null,Horse & Carriage,null,null
Taylor,Edward,null,M,null,null,null,Mar,1856,Haggerstown,Washington,MD,X,null,null,Horse & Carriage,null,null
Taylor,Mary Ann,null,F,null,null,null,Mar,1856,Haggerstown,Washington,MD,null,null,null,Horse & Carriage,null,null
Peaker,Thomas,null,M,null,null,14,May,1856,Georget'n Crossroads,Kent,MD,null,null,null,null,null,null
Saunders,Henry,null,M,null,null,14,May,1856,Georget'n Crossroads,Kent,MD,null,null,null,null,null,null
Slcum,Jesse,null,M,24,null,16,May,1856,null,Dorchester,MD,null,null,null,null,null,null
Tubman,Harriet,null,F,null,null,null,May,1856,null,null,MD,null,null,null,null,null,null
Unidentified,null,null,M,null,null,13,May,1856,null,null,MD,null,null,null,null,null,null
Unidentified,null,null,M,null,null,13,May,1856,null,null,MD,null,null,null,null,null,null
Unidentified,null,null,M,null,null,13,May,1856,null,null,MD,null,null,null,null,null,null
Unidentified,null,null,M,null,null,13,May,1856,null,null,MD,null,null,null,null,null,null
Nokey,Eliza,null,F,null,null,15,Nov,1856,Easton,Talbot,MD,null,null,null,null,null,null
Predo,Henry,null,M,27,B,null,Mar,1857,Bucktown,Dorchester,MD,null,null,null,Foot,null,3000
null,William,null,M,25,B,17,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,null,null
Amby,Lizzy,null,F,28,B,17,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,null,300 in state
Anthony,Adam,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,null,null
Anthony,Kit,null,M,23,null,24,Oct,1857,Cambridge,Dorchester,MD,null,X,X,Foot,null,null
Anthony,Leah,null,F,28,null,24,Oct,1857,Cambridge,Dorchester,MD,null,null,X,Foot,null,null
Anthony,Mary Ellen,null,F,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,null,null
Anthony,Murray,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,null,null
Dobson,Henrietta,null,F,null,null,17,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,null,null
Dutton,Marshall,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,null,null,null,null,null,null
Hill,null,null,F,null,null,24,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,null,null
Hill,Alice,null,F,null,M,24,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,null,null
Hill,Henry,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,null,null
Hill,Joe,null,M,null,B,24,Oct,1857,Cambridge,Dorchester,MD,null,null,X,Foot,null,1000 in state/2000 out
Light,George,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,null,null
Peters,Hannah,null,F,null,null,17,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,null,null
Scott,John,null,M,null,null,17,Oct,1857,Cambridge,Dorchester,MD,null,null,null,Foot,null,null
Viney,null,null,M,9 mos,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,null,null
Viney,null,null,M,8,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,null,null
Viney,null,null,M,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,null,null
Viney,null,null,F,null,null,24,Oct,1857,Cambridge,Dorchester,MD,X,null,null,Foot,null,null
Perry,Anna,null,F,19,B,null,null,1857,Hoopesville,Dorchester,MD,null,null,null,null,null,null
Stephenson,Mary,null,F,20,B,null,null,1857,null,Caroline,MD,null,null,null,null,null,null
Woofley,Lavina,null,F,null,null,null,null,1857,Cambridge,Dorchester,MD,null,null,null,Foot,null,null
Christy,Jack,null,M,null,null,null,null,1858,Belleair,Harford,MD,null,null,null,null,null,null
Quinn,William,null,M,22,B,null,null,1859,Tapps' Neck,null,MD,null,null,null,null,null,null
Archer,Sam,null,M,30,null,null,null,1860,Belleiar,Harford,MD,null,null,null,null,null,null
Burkett,Elizabeth,null,F,null,null,null,null,1860,Kunkletown,Worcester,MD,null,null,null,Boat,null,null
Burkett,Henry,null,M,null,null,null,null,1860,Kunkletown,Worcester,MD,null,null,null,Boat,null,null
Burton,Hale,null,M,null,null,null,null,1860,Kunkletown,Worcester,MD,null,null,null,Boat,null,null
Purnell,John,null,M,null,null,null,null,1860,Kunkletown,Worcester,MD,null,null,null,Boat,null,null
Sipple,Mary Ann,null,F,null,null,null,null,1860,Kunkletown,Worcester,MD,null,null,null,Boat,null,null
Sipple,Thomas,null,M,null,null,null,null,1860,Kunkletown,Worcester,MD,null,null,null,Boat,null,null
Unidentified,null,null,null,null,null,null,null,1860,null,Frederick,MD,null,null,null,null,null,null
Unidentified,null,null,null,null,null,null,null,1860,null,Frederick,MD,null,null,null,null,null,null
Unidentified,null,null,null,null,null,null,null,1860,null,Frederick,MD,null,null,null,null,null,null
Unidentified,null,null,null,null,null,null,null,1860,null,Frederick,MD,null,null,null,null,null,null
Brown,Louisa,null,F,16,M,null,null,null,Baltimore,Baltimore,MD,X,null,null,Foot,null,null
Ringgold,Charles,null,M,19,null,null,null,null,Perrymanville,Cecil,MD,null,null,null,null,null,null
Thomas,Joseph,null,M,null,null,null,null,null,null,Prince Georges,MD,null,null,null,null,null,null
Ellis,Mary,Mary Jones,F,null,null,6,Oct,1853,null,null,NC,null,null,null,null,null,null
Ellis,William,John Jones,M,null,null,6,Oct,1853,null,null,NC,null,null,null,null,null,null
Monroe,James,null,M,null,null,21,Jul,1856,South End,Camden,NC,null,null,null,Schooner,null,null
Spence,Arthur,null,M,24,null,23,Mar,1856,null,null,NC,null,null,null,Schooner,null,null
Gorham,Henry,null,M,34,B,null,Nov,1856,null,null,NC,null,null,null,Schooner,null,null
Shepherd,Andrew,null,M,26,null,null,Nov,1856,South End,Camden,NC,null,null,null,Schooner,null,null
Anderson,Henry,William Anderson,M,25,B,null,null,null,Beaufort,Carteret,NC,null,null,null,Foot,null,null
Foster,Henry,null,M,null,null,27,Jul,1853,Richmond,Henrico,VA,null,null,null,null,null,null
Burrell,James,W. Boural,M,32,M,11,Mar,1853,Williamsburg,James City,VA,null,null,null,null,null,null
Briston,John,Charles Steward,M,34,null,25,Oct,1853,Richmond,Henrico,VA,null,null,null,null,null,null
Atkins,William Henry,null,M,28,M,23,Apr,1854,Richmond,Henrico,VA,null,X,null,Steamer,null,null
Unidentified,null,null,M,7,null,1,Dec,1854,Richmond,Henrico,VA,X,null,null,Steamer,null,null
Clayton,Levinia,null,F,null,null,12,Jun,1854,Petersburg,Dinwiddle,VA,null,null,null,null,null,null
Johnson,Sarah,null,F,null,null,19,Jun,1854,Norfolk,Norfolk,VA,null,null,null,null,null,null
Payne,David,null,M,null,null,24,May,1854,Richmond,Henrico,VA,null,null,null,null,null,null
Hill,Simon,null,M,25,B,29,Aug,1855,null,null,VA,null,null,null,null,null,null
Hodges,Henry,null,M,25,null,1,Aug,1855,Norfolk,Norfolk,VA,null,null,null,null,null,null
Munson,Alexander,Samuel Garrett,M,18,B,null,Dec,1855,Martinsburg,Henry,VA,null,null,null,null,null,null
Anderson,James,null,M,7,null,17,Jan,1855,Petersburg,Dinwiddie,VA,X,null,null,null,null,null
"Hall, Jr.",Joseph,null,M,null,null,null,Jan,1855,Norfolk,Norfolk,VA,null,null,null,null,null,null
Bohm,Henry,null,M,25,null,30,Jul,1855,Norlf,Norfolk,VA,null,null,null,null,null,null
Thomas,William,null,M,null,null,22,Jun,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Baker,Henry,Charles Lightfoot,M,null,null,13,Mar,1855,Norfolk,Norfolk,VA,null,null,null,null,null,null
Jenkins,null,null,null,35,null,13,Mar,1855,Norfolk,Norfolk,VA,null,null,null,null,null,null
Brown,John,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Foster,James,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Freeman,Thomas,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Gardener,Nathaniel,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Gault,Phyllis,null,F,30,M,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Haines,Francis,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Johnson,David,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Jones,Alice,null,F,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Little,Nancy,null,F,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Scott,Godfrey,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Smith,John,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Teamour,Thomas,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Vaughn,Michael,William Brown,M,31,B,20,Nov,1855,Norfolk,Norfolk,VA,null,X,null,Schooner,null,null
Wilson,Ned ,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Wilson,Sarah E.,null,F,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Wilson,Willis,null,M,null,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Edwards,William,null,M,22,null,31,Oct,1855,Alexandria,Fairfax,VA,null,null,null,null,null,null
null,Isaiah,null,M,null,null,7,Sept,1855,Tanner's Creek,Norfolk,VA,null,null,null,Skiff,null,null
Anderson,Jonas,null,M,null,null,7,Sept,1855,Tanner's Creek,Norfolk,VA,null,null,null,null,null,null
Hill,Hezekiah,null,M,30,null,1,Dec,1856,Petersburg,Dinwiddle,VA,null,null,null,Steamer,null,null
Graham,Jane,Eliza Washington,F,24,null,16,Jan,1856,Alexandria,Fairfax,VA,null,null,null,Foot,null,null
Bird,Mary,null,F,null,null,4,Jul,1856,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Cooper,Thomas,null,M,null,null,null,Jul,1856,Portsmouth,Norfolk,VA,null,null,null,null,null,null
Gray,Henry,null,M,12,M,4,Jul,1856,Portsmouth,Norfolk,VA,X,null,null,Schooner,null,null
Gray,Mary,null,F,14,M,4,Jul,1856,Portsmouth,Norfolk,VA,X,null,null,Schooner,null,null
Gray,Sophia,null,F,33,M,4,Jul,1856,Portsmouth,Norfolk,VA,null,null,null,Schooner,null,null
Knight,Mary,null,F,26,B,4,Jul,1856,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Lewey,Rebecca,null,F,28,null,4,Jul,1856,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Taylor,Harriet,null,F,null,null,4,Jul,1856,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Thompson,Charity,null,F,12,null,null,Jul,1856,Portsmouth,Norfolk,VA,X,null,null,Schooner,null,null
Thompson,Charles,null,M,null,null,null,Jul,1856,Portsmouth,Norfolk,VA,null,null,null,Schooner,null,null
Walker,null,null,F,38,null,4,Jul,1856,Norfolk,Norfolk,VA,null,null,null,Schooner,null,null
Bowser,Nathaniel,null,M,null,null,null,July,1856,Portsmouth,Norfolk,VA,null,null,null,Schooner,null,null
Robinson,Daniel,null,M,null,null,23,Mar,1856,Petersburg,Norfolk,VA,null,null,null,Schooner,null,null
Robinson,Isaiah,null,M,23,M,23,Mar,1856,Norfolk,Norfolk,VA,null,null,null,Schooner,null,250
Parker,Thomas,null,M,null,null,14,May,1856,Norfolk,Norfolk,VA,null,null,null,null,null,null
Thompson,William Henry,null,M,24,B,14,May,1856,Norfolk,Norfolk,VA,null,null,null,null,null,null
Unidentified,null,null,F,null,null,31,May,1856,Leesburg,Loudon,VA,null,null,null,Horse & Carriage,null,null
Unidentified,null,null,F,10,null,31,May,1856,Leesburg,Loudon,VA,X,null,null,Horse & Carriage,null,null
